client,time,local_x,local_y,remote_x,remote_y
0,1.562,309.744,520.000,100.000,320.000
0,1.579,311.941,520.000,100.000,320.000
0,1.596,314.144,520.000,100.000,320.000
0,1.613,316.329,520.000,100.000,320.000
0,1.630,318.540,520.000,100.000,320.000
0,1.648,320.000,520.766,100.000,320.000
0,1.664,320.000,522.914,100.000,320.000
0,1.681,320.000,525.129,100.000,320.000
0,1.699,320.000,527.357,100.000,320.000
0,1.715,320.000,529.540,100.000,320.000
0,1.732,320.000,531.736,100.000,320.000
0,1.749,320.000,533.920,100.000,320.000
0,1.766,320.000,536.113,100.000,320.000
0,1.783,320.000,538.305,100.000,320.000
0,1.800,320.000,540.502,100.000,320.000
0,1.817,320.000,542.701,100.000,320.000
0,1.834,320.000,544.894,100.000,320.000
0,1.851,320.000,547.092,100.000,320.000
0,1.868,320.000,549.288,100.000,320.000
0,1.885,320.000,551.492,100.000,320.000
0,1.902,320.000,553.699,100.000,320.000
0,1.919,320.000,555.881,100.000,320.000
0,1.936,320.000,558.088,100.000,320.000
0,1.953,320.000,560.255,100.000,320.000
0,1.970,320.000,562.431,100.000,320.000
0,1.987,320.000,564.621,100.000,320.000
0,2.003,320.000,566.780,100.000,320.000
0,2.020,320.000,568.993,100.000,320.000
0,2.037,320.000,571.183,100.000,320.000
0,2.054,320.000,573.370,100.000,320.000
0,2.071,320.000,575.584,100.000,320.000
0,2.088,320.000,577.764,100.000,320.000
0,2.105,320.000,579.971,100.000,320.000
0,2.122,320.000,582.182,100.000,320.000
0,2.139,320.000,584.372,100.000,320.000
0,2.156,320.000,586.584,100.000,320.000
0,2.173,320.000,588.757,100.000,320.000
0,2.190,320.000,590.957,100.000,320.000
0,2.208,320.000,593.238,100.000,320.000
0,2.224,320.000,595.387,100.000,320.000
0,2.242,320.000,597.661,100.000,320.000
0,2.259,320.000,599.822,100.000,320.000
0,2.276,320.000,602.057,100.000,320.000
0,2.293,320.000,604.235,100.000,320.000
0,2.310,320.000,606.495,100.000,320.000
0,2.327,320.000,608.694,100.000,320.000
0,2.344,320.000,610.830,100.000,320.000
0,2.361,320.000,613.019,100.000,320.000
0,2.379,320.000,615.340,100.000,320.000
0,2.395,320.000,617.497,100.000,320.000
0,2.412,320.000,619.730,100.000,320.000
0,2.429,320.000,621.880,100.000,320.000
0,2.446,320.000,624.080,100.000,320.000
0,2.463,320.000,626.248,100.000,320.000
0,2.480,320.000,628.490,100.000,320.000
0,2.497,320.000,630.659,100.000,320.000
0,2.514,320.000,632.845,100.000,320.000
0,2.531,320.000,635.078,100.000,320.000
0,2.548,320.000,637.239,100.000,320.000
0,2.565,320.000,639.437,100.000,320.000
0,2.582,320.000,641.620,100.000,320.000
0,2.599,320.000,643.826,100.000,320.000
0,2.616,320.000,646.013,100.000,320.000
0,2.633,320.000,648.216,100.000,320.000
0,2.650,320.000,650.421,100.000,320.000
0,2.666,320.000,652.600,100.000,320.000
0,2.683,320.000,654.796,100.000,320.000
0,2.701,320.000,657.012,100.000,320.000
0,2.717,320.000,659.197,100.000,320.000
0,2.735,320.000,661.467,100.000,320.000
0,2.751,320.000,663.597,100.000,320.000
0,2.769,320.000,665.849,100.000,320.000
0,2.785,320.000,668.000,100.000,320.000
0,2.802,320.000,670.182,100.000,320.000
0,2.820,320.000,672.475,100.000,320.000
0,2.837,320.000,674.610,100.000,320.000
0,2.854,320.000,676.864,100.000,320.000
0,2.870,320.000,678.992,100.000,320.000
0,2.888,320.000,681.223,100.000,320.000
0,2.904,320.000,683.353,100.000,320.000
0,2.921,320.000,685.608,100.000,320.000
0,2.938,320.000,687.785,100.000,320.000
0,2.956,320.000,690.043,100.000,320.000
0,2.972,320.000,692.196,100.000,320.000
0,2.989,320.000,694.376,100.000,320.000
0,3.007,320.000,696.635,100.000,320.000
0,3.023,320.000,698.781,100.000,320.000
0,3.040,320.000,700.987,100.000,320.000
0,3.057,320.000,703.205,100.000,320.000
0,3.074,320.000,705.385,100.000,320.000
0,3.092,320.000,707.619,100.000,320.000
0,3.108,320.000,709.802,100.000,320.000
0,3.125,320.000,711.977,100.000,320.000
0,3.142,320.000,714.172,100.000,320.000
0,3.160,320.000,716.502,100.000,320.000
0,3.176,320.000,718.603,100.000,320.000
0,3.193,320.000,720.790,100.000,320.000
0,3.211,320.000,723.032,100.000,320.000
0,3.227,320.000,725.191,100.000,320.000
0,3.244,320.000,727.397,100.000,320.000
0,3.261,320.000,729.583,100.000,320.000
0,3.278,320.000,731.790,100.000,320.000
0,3.295,320.000,733.976,100.000,320.000
0,3.312,320.000,736.190,100.000,320.000
0,3.329,320.000,738.381,100.000,320.000
0,3.346,319.426,740.000,100.000,320.000
0,3.363,317.243,740.000,100.000,320.000
0,3.380,315.027,740.000,100.000,320.000
0,3.397,312.825,740.000,100.000,320.000
0,3.414,310.612,740.000,100.000,320.000
0,3.431,308.459,740.000,100.000,320.000
0,3.448,306.231,740.000,100.000,320.000
0,3.465,304.031,740.000,100.000,320.000
0,3.482,301.877,740.000,100.000,320.000
0,3.499,299.643,740.000,100.000,320.000
0,3.516,297.494,740.000,100.000,320.000
0,3.533,295.318,740.000,100.000,320.000
0,3.550,293.122,740.000,100.000,320.000
0,3.567,290.911,740.000,100.000,320.000
0,3.584,288.707,740.000,100.000,320.000
0,3.600,286.530,740.000,100.000,320.000
0,3.618,284.326,740.000,100.000,320.000
0,3.635,282.121,740.000,100.000,320.000
0,3.651,279.938,740.000,100.000,320.000
0,3.669,277.708,740.000,100.000,320.000
0,3.686,275.514,740.000,100.000,320.000
0,3.702,273.330,740.000,100.000,320.000
0,3.720,271.058,740.000,100.000,320.000
0,3.736,268.934,740.000,100.000,320.000
0,3.754,266.702,740.000,100.000,320.000
0,3.771,264.473,740.000,100.000,320.000
0,3.789,262.132,740.000,100.000,320.000
0,3.806,259.984,740.000,100.000,320.000
0,3.823,257.789,740.000,100.000,320.000
0,3.839,255.609,740.000,100.000,320.000
0,3.856,253.422,740.000,100.000,320.000
0,3.873,251.235,740.000,100.000,320.000
0,3.890,249.023,740.000,100.000,320.000
0,3.907,246.810,740.000,100.000,320.000
0,3.924,244.611,740.000,100.000,320.000
0,3.941,242.415,740.000,100.000,320.000
0,3.958,240.208,740.000,100.000,320.000
0,3.976,237.985,740.000,100.000,320.000
0,3.992,235.829,740.000,100.000,320.000
0,4.009,233.607,740.000,100.000,320.000
0,4.026,231.438,740.000,100.000,320.000
0,4.043,229.243,740.000,100.000,320.000
0,4.060,227.075,740.000,100.000,320.000
0,4.077,224.881,740.000,100.000,320.000
0,4.094,222.696,740.000,100.000,320.000
0,4.111,220.529,740.000,100.000,320.000
0,4.127,218.340,740.000,100.000,320.000
0,4.144,216.157,740.000,100.000,320.000
0,4.161,213.967,740.000,100.000,320.000
0,4.179,211.709,740.000,100.000,320.000
0,4.196,209.426,740.000,100.000,320.000
0,4.213,207.335,740.000,100.000,320.000
0,4.229,205.173,740.000,100.000,320.000
0,4.246,202.995,740.000,100.000,320.000
0,4.264,200.690,740.000,100.000,320.000
0,4.280,198.570,740.000,100.000,320.000
0,4.297,196.386,740.000,100.000,320.000
0,4.314,194.204,740.000,100.000,320.000
0,4.331,191.941,740.000,100.000,320.000
0,4.348,189.813,740.000,100.000,320.000
0,4.365,187.578,740.000,100.000,320.000
0,4.382,185.386,740.000,100.000,320.000
0,4.399,183.201,740.000,100.000,320.000
0,4.416,181.003,740.000,100.000,320.000
0,4.433,178.803,740.000,100.000,320.000
0,4.450,176.629,740.000,100.000,320.000
0,4.467,174.421,740.000,100.000,320.000
0,4.484,172.204,740.000,100.000,320.000
0,4.501,169.970,740.000,100.000,320.000
0,4.518,167.820,740.000,100.000,320.000
0,4.535,165.610,740.000,100.000,320.000
0,4.552,163.369,740.000,100.000,320.000
0,4.569,161.210,740.000,100.000,320.000
0,4.586,158.999,740.000,100.000,320.000
0,4.603,156.814,740.000,100.000,320.000
0,4.620,154.639,740.000,100.000,320.000
0,4.637,152.454,740.000,100.000,320.000
0,4.654,150.241,740.000,100.000,320.000
0,4.671,148.061,740.000,100.000,320.000
0,4.687,145.902,740.000,100.000,320.000
0,4.704,143.695,740.000,100.000,320.000
0,4.722,141.466,740.000,100.000,320.000
0,4.738,139.269,740.000,100.000,320.000
0,4.755,137.090,740.000,100.000,320.000
0,4.772,134.905,740.000,100.000,320.000
0,4.789,132.698,740.000,100.000,320.000
0,4.806,130.525,740.000,100.000,320.000
0,4.823,128.323,740.000,100.000,320.000
0,4.840,126.125,740.000,100.000,320.000
0,4.857,123.970,740.000,100.000,320.000
0,4.874,121.773,740.000,100.000,320.000
0,4.891,119.555,740.000,100.000,320.000
0,4.908,117.373,740.000,100.000,320.000
0,4.925,115.177,740.000,100.000,320.000
0,4.942,112.983,740.000,100.000,320.000
0,4.959,110.780,740.000,100.000,320.000
0,4.976,108.592,740.000,100.000,320.000
0,4.993,106.387,740.000,100.000,320.000
0,5.010,104.195,740.000,100.000,320.000
0,5.027,101.986,740.000,100.000,320.000
0,5.043,100.000,739.831,100.000,320.000
0,5.060,100.000,737.601,100.000,320.000
0,5.077,100.000,735.411,100.000,320.000
0,5.094,100.000,733.235,100.000,320.000
0,5.111,100.000,731.028,100.000,320.000
0,5.128,100.000,728.841,100.000,320.000
0,5.145,100.000,726.663,100.000,320.000
0,5.162,100.000,724.459,100.000,320.000
0,5.179,100.000,722.254,100.000,320.000
0,5.196,100.000,720.011,100.000,320.000
0,5.213,100.000,717.848,100.000,320.000
0,5.230,100.000,715.653,100.000,320.000
0,5.248,100.000,713.389,100.000,320.000
0,5.265,100.000,711.128,100.000,320.000
0,5.281,100.000,709.065,100.000,320.000
0,5.299,100.000,706.787,100.000,320.000
0,5.316,100.000,704.569,100.000,320.000
0,5.333,100.000,702.366,100.000,320.000
0,5.350,100.000,700.165,100.000,320.000
0,5.366,100.000,698.044,100.000,320.000
0,5.383,100.000,695.838,100.000,320.000
0,5.401,100.000,693.597,100.000,320.000
0,5.417,100.000,691.414,100.000,320.000
0,5.434,100.000,689.250,100.000,320.000
0,5.451,100.000,687.067,100.000,320.000
0,5.469,100.000,684.791,100.000,320.000
0,5.485,100.000,682.606,100.000,320.000
0,5.502,100.000,680.414,100.000,320.000
0,5.519,100.000,678.221,100.000,320.000
0,5.536,100.000,676.052,100.000,320.000
0,5.554,100.000,673.780,100.000,320.000
0,5.570,100.000,671.666,100.000,320.000
0,5.587,100.000,669.458,100.000,320.000
0,5.604,100.000,667.274,100.000,320.000
0,5.621,100.000,665.060,100.000,320.000
0,5.638,100.000,662.810,100.000,320.000
0,5.655,100.000,660.642,100.000,320.000
0,5.673,100.000,658.381,100.000,320.000
0,5.689,100.000,656.234,100.000,320.000
0,5.706,100.000,654.038,100.000,320.000
0,5.723,100.000,651.877,100.000,320.000
0,5.740,100.000,649.661,100.000,320.000
0,5.757,100.000,647.467,100.000,320.000
0,5.774,100.000,645.259,100.000,320.000
0,5.791,100.000,643.049,100.000,320.000
0,5.808,100.000,640.869,100.000,320.000
0,5.825,100.000,638.684,100.000,320.000
0,5.842,100.000,636.480,100.000,320.000
0,5.859,100.000,634.295,100.000,320.000
0,5.876,100.000,632.072,100.000,320.000
0,5.893,100.000,629.917,100.000,320.000
0,5.910,100.000,627.730,100.000,320.000
0,5.927,100.000,625.525,100.000,320.000
0,5.943,100.000,623.353,100.000,320.000
0,5.960,100.000,621.138,100.000,320.000
0,5.977,100.000,618.951,100.000,320.000
0,5.994,100.000,616.768,100.000,320.000
0,6.011,100.000,614.593,100.000,320.000
0,6.028,100.000,612.360,100.000,320.000
0,6.045,100.000,610.189,100.000,320.000
0,6.062,100.000,608.000,100.000,320.000
0,6.079,100.000,605.814,100.000,320.000
0,6.096,100.000,603.618,100.000,320.000
0,6.113,100.000,601.432,100.000,320.000
0,6.130,100.000,599.231,100.000,320.000
0,6.147,100.000,597.047,100.000,320.000
0,6.163,100.000,594.870,100.000,320.000
0,6.180,100.000,592.677,100.000,320.000
0,6.197,100.000,590.491,100.000,320.000
0,6.214,100.000,588.314,100.000,320.000
0,6.232,100.000,586.060,100.000,320.000
0,6.249,100.000,583.816,100.000,320.000
0,6.265,100.000,581.695,100.000,320.000
0,6.282,100.000,579.480,100.000,320.000
0,6.299,100.000,577.346,100.000,320.000
0,6.316,100.000,575.123,100.000,320.000
0,6.333,100.000,572.955,100.000,320.000
0,6.350,100.000,570.756,100.000,320.000
0,6.367,100.000,568.550,100.000,320.000
0,6.383,100.000,566.396,100.000,320.000
0,6.401,100.000,564.172,100.000,320.000
0,6.418,100.000,561.992,100.000,320.000
0,6.434,100.000,559.800,100.000,320.000
0,6.451,100.000,557.604,100.000,320.000
0,6.468,100.000,555.432,100.000,320.000
0,6.485,100.000,553.243,100.000,320.000
0,6.502,100.000,551.034,100.000,320.000
0,6.519,100.000,548.854,100.000,320.000
0,6.537,100.000,546.586,100.000,320.000
0,6.554,100.000,544.370,100.000,320.000
0,6.571,100.000,542.101,100.000,320.000
0,6.588,100.000,539.931,100.000,320.000
0,6.605,100.000,537.738,100.000,320.000
0,6.622,100.000,535.556,100.000,320.000
0,6.639,100.000,533.370,100.000,320.000
0,6.656,100.000,531.190,100.000,320.000
0,6.673,100.000,528.977,100.000,320.000
0,6.690,100.000,526.791,100.000,320.000
0,6.707,100.000,524.551,100.000,320.000
0,6.724,100.000,522.347,100.000,320.000
0,6.741,100.000,520.139,100.000,320.000
0,6.757,101.983,520.000,100.000,320.000
0,6.775,104.204,520.000,100.000,320.000
0,6.792,106.399,520.000,100.000,320.000
0,6.809,108.612,520.000,100.000,320.000
0,6.825,110.729,520.000,100.000,320.000
0,6.842,112.975,520.000,100.000,320.000
0,6.859,115.159,520.000,100.000,320.000
0,6.876,117.396,520.000,100.000,320.000
0,6.893,119.515,520.000,100.000,320.000
0,6.910,121.712,520.000,100.000,320.000
0,6.927,123.879,520.000,100.000,320.000
0,6.944,126.089,520.000,100.000,320.000
0,6.961,128.282,520.000,100.000,320.000
0,6.978,130.484,520.000,100.000,320.000
0,6.994,132.666,520.000,100.000,320.000
0,7.012,134.922,520.000,100.000,320.000
0,7.028,137.066,520.000,100.000,320.000
0,7.045,139.228,520.000,100.000,320.000
0,7.062,141.435,520.000,100.000,320.000
0,7.079,143.621,520.000,100.000,320.000
0,7.096,145.800,520.000,100.000,320.000
0,7.114,148.095,520.000,100.000,320.000
0,7.130,150.187,520.000,100.000,320.000
0,7.147,152.400,520.000,100.000,320.000
0,7.164,154.586,520.000,100.000,320.000
0,7.181,156.829,520.000,100.000,320.000
0,7.199,159.087,520.000,100.000,320.000
0,7.215,161.217,520.000,100.000,320.000
0,7.232,163.412,520.000,100.000,320.000
0,7.249,165.606,520.000,100.000,320.000
0,7.266,167.782,520.000,100.000,320.000
0,7.283,170.026,520.000,100.000,320.000
0,7.300,172.207,520.000,100.000,320.000
0,7.317,174.385,520.000,100.000,320.000
0,7.334,176.552,520.000,100.000,320.000
0,7.351,178.756,520.000,100.000,320.000
0,7.368,180.949,520.000,100.000,320.000
0,7.384,183.125,520.000,100.000,320.000
0,7.402,185.344,520.000,100.000,320.000
