client,time,local_x,local_y,remote_x,remote_y
0,0.000,107.495,520.000,100.000,320.000
0,0.005,108.257,520.000,100.000,320.000
0,0.022,110.453,520.000,100.000,320.000
0,0.039,112.605,520.000,100.000,320.000
0,0.056,114.813,520.000,100.000,320.000
0,0.073,116.991,520.000,100.000,320.000
0,0.090,119.136,520.000,100.000,320.000
0,0.107,121.344,520.000,100.000,320.000
0,0.123,123.520,520.000,100.000,320.000
0,0.140,125.711,520.000,100.000,320.000
0,0.158,127.984,520.000,100.000,320.000
0,0.174,130.134,520.000,100.000,320.000
0,0.191,132.320,520.000,100.000,320.000
0,0.208,134.482,520.000,100.000,320.000
0,0.225,136.677,520.000,100.000,320.000
0,0.242,138.859,520.000,100.000,320.000
0,0.259,141.017,520.000,100.000,320.000
0,0.276,143.216,520.000,100.000,320.000
0,0.292,145.389,520.000,100.000,320.000
0,0.309,147.560,520.000,100.000,320.000
0,0.326,149.780,520.000,100.000,320.000
0,0.343,151.943,520.000,100.000,320.000
0,0.360,154.152,520.000,100.000,320.000
0,0.377,156.333,520.000,100.000,320.000
0,0.394,158.488,520.000,100.000,320.000
0,0.410,160.672,520.000,100.000,320.000
0,0.427,162.831,520.000,100.000,320.000
0,0.444,165.011,520.000,100.000,320.000
0,0.461,167.211,520.000,100.000,320.000
0,0.478,169.418,520.000,100.000,320.000
0,0.495,171.579,520.000,100.000,320.000
0,0.511,173.730,520.000,100.000,320.000
0,0.528,175.900,520.000,100.000,320.000
0,0.545,178.110,520.000,100.000,320.000
0,0.562,180.303,520.000,100.000,320.000
0,0.579,182.478,520.000,100.000,320.000
0,0.596,184.652,520.000,100.000,320.000
0,0.612,186.809,520.000,100.000,320.000
0,0.629,188.982,520.000,100.000,320.000
0,0.646,191.197,520.000,100.000,320.000
0,0.663,193.371,520.000,100.000,320.000
0,0.680,195.552,520.000,100.000,320.000
0,0.697,197.791,520.000,100.000,320.000
0,0.714,199.900,520.000,100.000,320.000
0,0.731,202.092,520.000,100.000,320.000
0,0.748,204.336,520.000,100.000,320.000
0,0.765,206.578,520.000,100.000,320.000
0,0.782,208.770,520.000,100.000,320.000
0,0.799,210.908,520.000,100.000,320.000
0,0.816,213.138,520.000,100.000,320.000
0,0.832,215.273,520.000,100.000,320.000
0,0.849,217.477,520.000,100.000,320.000
0,0.866,219.645,520.000,100.000,320.000
0,0.883,221.826,520.000,100.000,320.000
0,0.900,224.032,520.000,100.000,320.000
0,0.917,226.180,520.000,100.000,320.000
0,0.934,228.386,520.000,100.000,320.000
0,0.951,230.568,520.000,100.000,320.000
0,0.968,232.771,520.000,100.000,320.000
0,0.985,234.955,520.000,100.000,320.000
0,1.001,237.132,520.000,100.000,320.000
0,1.019,239.358,520.000,100.000,320.000
0,1.035,241.514,520.000,100.000,320.000
0,1.053,243.832,520.000,100.000,320.000
0,1.070,245.975,520.000,100.000,320.000
0,1.087,248.209,520.000,100.000,320.000
0,1.104,250.389,520.000,100.000,320.000
0,1.121,252.629,520.000,100.000,320.000
0,1.138,254.796,520.000,100.000,320.000
0,1.155,256.987,520.000,100.000,320.000
0,1.172,259.157,520.000,100.000,320.000
0,1.189,261.360,520.000,100.000,320.000
0,1.205,263.538,520.000,100.000,320.000
0,1.223,265.752,520.000,100.000,320.000
0,1.240,267.968,520.000,100.000,320.000
0,1.256,270.141,520.000,100.000,320.000
0,1.274,272.414,520.000,100.000,320.000
0,1.291,274.590,520.000,100.000,320.000
0,1.308,276.760,520.000,100.000,320.000
0,1.325,278.988,520.000,100.000,320.000
0,1.342,281.201,520.000,100.000,320.000
0,1.359,283.363,520.000,100.000,320.000
0,1.376,285.552,520.000,100.000,320.000
0,1.393,287.753,520.000,100.000,320.000
0,1.410,289.984,520.000,100.000,320.000
0,1.427,292.194,520.000,100.000,320.000
0,1.444,294.370,520.000,100.000,320.000
0,1.461,296.555,520.000,100.000,320.000
0,1.478,298.761,520.000,100.000,320.000
0,1.494,300.927,520.000,100.000,320.000
0,1.511,303.125,520.000,100.000,320.000
0,1.528,305.331,520.000,100.000,320.000
0,1.545,307.524,520.000,100.000,320.000
